sentence	label
【记忆】随公交21路，探寻鲁迅在上海的足迹	中性
国网公司投资近250亿元支持新任务 一批股望强势涨停	正面
股海导航 7月22日沪深股市公告提示	中性
中原高速：2019年度预计净利同比增长 80%-100%	正面
黄山旅游(600054)年报点评：19年经营基本平稳 多元化布局持续推进	正面
山东三大港口将积极争取增设免税业务 相关公司有望受益	正面
涨停板复盘：三大指数尾盘跳水 地摊经济持续发酵	中性
广州白云机场三期扩建配套工程动工 建成将满足1.2亿客运量	正面
ÖÐÖ±¹É·Ý(600038)2019Äê±¨µãÆÀ£ºÊÕÈëÔöËÙ´´ÁùÄêÐÂ¸ß ÓÐÍû½øÈëÐÂÒ»ÂÖ³É³¤ÖÜÆÚ	中性
贾康：注重内循环绝不排斥对外开放 要避免“内卷化”	中性
南京高科拟增持南京银行最高9亿元 同日宣布发行3亿超短期融资券	正面
盘后公告集锦|多家公司预告上半年业绩大涨 中芯国际公布网上发行中签率	正面
五矿发展2019年年度报告摘要新浪财经	中性
上海银行两家主要股东限售股解禁 近两年大幅增持股份逾23亿元	中性
南京高科：选举徐益民为董事长 任期三年	中性
102辆宇通客车发往挪威 创欧洲纯电单笔最大批量订单记录	中性
并购志 | 两周7家上会，并购重组审核节奏加速	正面
环保企业钟意EPCO项目 多家上市公司加快布局	中性
山东8家A股公司“掌门人”生变！	中性
4月1日上市公司晚间公告速递	中性
7月21日上市公司晚间公告速递	中性
浦银租赁净利润连续三年下滑，一季度不良率0.92%	负面
上海电力2019年营收236.90亿元 风电装机总量214.79万千瓦！	中性
宇通客车：上半年客车销量同比下降41.41%	负面
新能源汽车下乡启动	中性
证监会：北新路桥、宁波联合4月22日重组上会	中性
北京139天卖地1130亿元 全国排名第一 央企国企是拿地主力	正面
贵州福泉：工业废弃物磷石膏撬动环保建材大产业	中性
古越龙山混改引乐百氏实控人入股	正面
7月15日上市公司晚间公告速递	中性
中远海能与上海石油天然气交易中心深化战略合作	正面
南京高科(SH600064)：控股股东所持4.85%股份被司法冻结	负面
是时候关注业绩浪了,中报预增股表现出彩,聚焦3大高景气行业	正面
开启新赛道 海信进军电竞显示器市场	正面
毕业快乐！沪上45所院校的毕业礼品，你最心仪哪种？	中性
全力以赴勇攀经济发展新高度	正面
交银国际：华电国际维持买入评级 目标价3.48港元	正面
浙能电力副总经理程光坤辞职 因工作调动原因	中性
南航新增惠州直飞北京大兴航线	中性
7月13日晚间重要公告集锦	中性
工行原分行行长顾国明受贿案一审开审：被控非法收受超1.36亿	负面
日照港“东煤南移”工程成功对位接卸万吨大列	正面
华能水电2019年发电量和上网电量均突破千亿度大关 实现双增长	正面
华为智能IP专线解决方案助力河北联通打造全球首个基于SRv6+FlexE的行业切片应用	中性
大限将至，82家上市公司推迟发年报，25家前年亏损	负面
徐工机械控股股东层面的混改方案终于出炉	中性
2020医药高峰论坛：广誉远“好孕宝贝”落地江西	正面
厦门国际银行增发半路涨价 老股东福建高速弃购	中性
珠三角城际运输经营合同签订 广清城际设6个车站，广州东环城际设3个车站	中性
山东钢铁(600022.SH)截止6月10日累计斥资2.92亿元回购2.06%股份	中性
年报季 | 神州信息净利暴增近8倍，广深铁路深受香港事件和疫情影响	正面
中国联通原研究院与网络技术研究院合并重组成立新中国联通研究院	正面
【重要公告】十多家公司股东拟减持 东旭系业绩大跌控股股东股权遭冻结	负面
虚增300亿！导演A股最大造假案的人被抓，广发证券遭重罚，拟暂停保荐资格6个月	负面
华夏银行泰州分行因提供报表不真实 被罚30万元	负面
高扬责任 满载信赖 东风汽车股份开启新征程	中性
“供应链+”新零售架起深莞零售行业发展高速公路	中性
安信证券上半年实现净利润17.49亿元	正面
广发基金管理有限公司关于召开广发景祥纯债债券型证券投资基金基金份额持有人大会的公告	中性
8日日照港焦炭均跌50元	负面
长远锂科冲刺科创板 中国五矿或诞生第九家上市企业	正面
3家信托公司上半年业绩喜忧参半 监管趋严倒逼金融、资产证券化类业务提速	中性
中国石化上半年油气当量产量同比下降0.4%	中性
南京高科(600064.SH)上半年房地产业务合同销售金额降52.07%至5.86亿元	负面
浙能电力2020年第一季度报告正文新浪财经	中性
又见大事扎堆！易纲、证监会超重磅发声，5G巨无霸也要来了！美国确诊超500万...A股怎么走？券商最新研判...	中性
南京高科：3亿元超短期融资券今日上市流通	中性
【权益变动】中远海能(01138-HK)获GIC Private Limited增持107.8万股	正面
跨省团队游可恢复，三大航涨超3%、华夏航空触及涨停	正面
八成银行股股价破净:增持潮遇上解禁潮 是进还是退？	中性
皮阿诺(002853.SZ)：拟参与认购保资碧投SPV 间接投资保碧赋能基金	中性
走进榕城 | 福建省城投梳理与比较	中性
河南中原高速公路股份有限公司关联交易公告	负面
武汉交通格局加速恢复 城市重启已达百日	中性
兴业投资:经济数据提振需求前景 国际油价保持坚挺	中性
一个月内近8亿元 南京银行大股东及其一致行动人继续大手笔增持	中性
华泰研究 | 公募REITs：发展、政策解读、投资机遇	中性
北上资金净流出164亿 上证指数失守3200点	负面
安信证券--晶盛机电：中环混改尘埃落定 半导体设备订单加速推进	正面
黄其森等到援军 万科携24亿驰援泰禾	中性
歌华有线控股出资组建有线广播电视网络 推进全国一网进程智慧广电	正面
南宁吴圩国际机场等获批设立出境免税店	正面
华能国际(600011)：需求向好成本改善 二季度优异表现利好公司业绩修复	正面
大盘风险偏好提升 关注钢铁板块估值修复行情	正面
100亿资金涌入，这只基金连拉两个涨停！但风险还在后面……	中性
国投资本大涨	正面
宝钢股份：对武钢气体公司减资12亿元	负面
陈德荣：宝钢股份要进行市值管理，要给投资者好的预期	中性
日照港2020年第一季度报告正文新浪财经	中性
让利意图明显，银行业中报负增符合预期，银行股估值有望稳步提升	正面
05月06日醋酸2463.33元/吨 20天上涨12.65%	中性
“肆无忌惮”的电视开机广告迎来了它的“最终季”	中性
东风汽车股份举办抗疫英雄会暨上市21周年活动	正面
华电国际(600027)：一季报业绩超预期 煤价下行持续推动业绩增长	正面
济钢集团上半年利润总额达1.73亿，营业收入118.06亿	正面
民生银行温州分行：“循环贷”助力小微企业	中性
午评：三大指数震荡走弱沪指跌0.26% 机场航运板块强势	中性
北京房产 > 北京房产资讯 > 北京房产企业 > 楼盘因空鼓渗水被官方批评 葛洲坝地...	负面
巨量减持来袭银行股可安好？	负面
信用负面周度回顾20200720-20200724	中性
4月30日上市公司晚间公告速递	中性
快讯：皖维高新跌停 报于3.24元	负面
四川路桥拟定增募资45.13亿元 控股股东全额认购	正面
中远海能(600026)：原油进口大幅增长 油运利润高企	正面
合肥一律师嫌“合安高速”太慢，诉讼要求退费！法院已受理	负面
“h”品牌定名“岚图”东风高端电动车蓝图仍存忧	中性
第三批科创板上会企业公布，北京天宜上佳入	中性
华能国际(600011)：疫情影响下1Q20发电量同比下滑18.5% 但预计盈利影响有限	负面
华电国际(600027)：Q2量跌价缩 煤价大幅下行有望推动业绩增长	正面
中国黄酒：千年传承 创新发展	中性
招商银行等4银行被罚750万元 涉同业资金违规投资房产、信用卡业务	负面
快报！厦门象屿：2020年半年度净利润约6亿元，同比增加14.51%	正面
(上接C72版)温州市冠盛汽车零部件集团股份有限公司 首次公开发行股票网下初步配售结果及网上中签结果公告(下转C74版)	中性
浦发南京分行金融科技发力，促“六保”稳大局	中性
上海电力2020年第一季度报告正文新浪财经	中性
又是午后2点“绯闻对象”爆发 资金为何不依不饶猛炒中信建投？	中性
国君晨报 | 华电国际（600027）、广汽集团（601238）、江苏银行	中性
湖北楚天智能交通股份有限公司第七届董事会第三次会议决议公告	中性
浙江广厦(600052.SH)截止2月末累计回购191.99万股 涉资601.65万元	中性
湖北食品抽检批次不合格率2% 中百仓储中石化登黑榜	负面
基建REITs横空出世：盘活存量资产利器 打开基建新空间	中性
万隆制药IPO苦候六年再铩羽：九鼎系遭监管 冰冻三年仍阳光难见	负面
三一重工：股东、高管唐修国减持约309万股	负面
【天风Morning Call】晨会集萃20200413	中性
惠达卫浴股份有限公司首次公开发行部分限售股上市流通的公告	中性
华润双鹤：2020 年第一季度营收、净利双降 分别同比下滑17.12%、16.46%	负面
再融资新政实施4月显魅力 百家公司拟定增“补血”逾千亿	正面
银河期货：巴西供应仍偏低 生铁高产量铁矿强势	中性
4月28日上市公司晚间公告速递	中性
东风汽车h品牌7月17日发布 已规划9款新车	正面
东吴证券：钢铁板块大涨 转型与基本面共振推动估值修复	正面
民生银行石家庄分行 与石家庄高新区开展战略合作	正面
中国石化(00386)上半年原油产量同比减少1%至1.4亿桶	中性
四川路桥建设集团股份有限公司关于公司控股股东要约收购公司股份结果暨公司股票复牌公告	中性
福建高速公路品质工程创新成果丰硕 匠心见品质 创新立标杆	中性
民生银行武汉分行支持湖北企业共发展系列报道之 开辟绿色通道 金融支持复工复产	中性
【天风地产】7月百强销售点评：7月淡季不淡、销售持续超预期	正面
福建高速(600033.SH)2019年度净利升12.82%至8.28亿元 拟10派0.5元	正面
6万股民傻眼：3300亿免税巨头中国中免业绩暴跌 股价3个月飙200%	正面
福建高速受台风灾害损失约4000万	负面
宇通、欧辉、中通排前三！前5月客车销售业绩排行榜出炉	中性
人行重庆营管部等13部门联合出台20条措施 推动金融服务西部陆海新通道建设	正面
【财讯晚班车】德银拟对个人储户实行负利率	中性
华电国际(600027)：量价偏弱收入承压 成本降低有望主导业绩改善	正面
晚间公告热点追踪：中集集团获中信保诚人寿举牌	中性
压力渐显 中小房企“小而美”策略能走多远？	中性
华电国际(600027)：一季报超预期 看好火电龙头业绩高弹性	正面
如何判断城投地位重要性	中性
四川路桥建设集团股份有限公司2019年年度股东大会决议公告	中性
快讯|华润医药：华润双鹤缬沙坦胶囊获通过一致性评价 已累计投入0.22亿元	中性
航空板块走高，华夏航空逼近涨停，春秋航空大涨超7%，吉祥航空	正面
首都信息(01075)认购2.4亿元结构性存款	正面
中国电建上海装备公司签约上电股份公司大丰风电技防项目	正面
【太平洋建筑】建筑业PMI继续回升，重视减隔震与传统基建投资机会	中性
中国联通5G扩张现金流压力上升 顺丰控股时效件或深受疫情影响	中性
皖通高速大跌5.02%，振幅10.52%	负面
南航、川航向美国交通部提交航班计划申请	中性
大和：下调华电国际(1071.HK)目标价至2.7港元 评级“持有”	正面
上海电力股份有限公司关于持股5%以上股东增持公司股份的公告	正面
“车间爆炸”或致司太立停产整顿 恐波及国内外原料药供应	负面
万东医疗(600055)：医学影像稀缺标的 全产品线布局前景广阔	正面
四川路桥(600039.SH)：路桥集团放弃控股并参股投资镇巴(川陕界)至广安高速公路项目	负面
大自主战略失败 东风汽车押注岚图	负面
水利板块催化剂来了！事件驱动叠加政策支撑 水利龙头股异动	正面
陕西盘龙药业集团股份有限公司关于子公司拟收购股权资产暨签订股权转让框架协议的公告	中性
华能国际控股股东方面拟增持公司H股不超2%	正面
海南免税店和深圳特区双热点加持 四机构逆市逾亿元抢筹海南发展	中性
日照港现1笔大宗交易 共成交498.30万元	中性
午评：指数集体涨逾1% 免税店、券商股走高	正面
首创股份：总投资7.37亿元与河北政府合作设立项目公司	正面
浙江广厦(600052.SH)2019年度预盈13.75亿元左右	正面
华润医药(03320)旗下华润双鹤儿科领域新产品“斐童”正式上市	正面
山西证券--汽车行业7月展望：同比持续回升 重卡增速明显	中性
鲜丰水果完成第一期辅导，IPO上市进程拉开序幕	正面
九鼎投资2019盈利同比增676%至7.9亿，不分红	正面
黄山旅游(600054)：短期承压 静待复苏	中性
一汽集团总经理“迎新” 打造红旗助力“中期五年目标”	正面
王力与浙江联通签署战略合作协议	正面
中远海能跌1.18%，领跌航运行业	负面
瑞达期货：下游需求先淡后旺 煤焦或现先抑后扬走势	正面
麒盛科技股份有限公司关于使用部分闲置募集资金进行现金管理的公告	中性
楚天高速(600035.SH)延期披露2019年经审计年度报告	负面
生意社：8月7日中石化三井苯酚价格稳定	中性
黄山、长白山、桂林重开放：非家庭成员必须一人一间	中性
​地热开发央企港股股价一月翻倍 “十四五”规划专章聚焦地热能	中性
“人头攒动”视频刷屏！黄山游人达上限被迫“暂停迎客” 最新回应来了！旅游消费复苏在加速	正面
葛洲坝(600068.SH)控股股东累计增持454.65万股	正面
包钢股份萤石开发取得重大进展 或将成新经济增长点	正面
新能源车迎来重磅利好:三部门联合发文鼓励消费 多家上市公司参与	正面
中国医药亿万富豪李革旗下药明生物股价接近历史高点	正面
南京银行股份有限公司关于大股东增持股份计划进展的公告	中性
“数据驱动”时代来临，阿里云数据中台如何赋能金融业？	中性
全球航空业一片灰暗 中国航空公司却在逐渐恢复	正面
中国石化：成为北京冬奥会合作伙伴俱乐部轮值主席单位	中性
中国飞机租赁向南航购买架两飞机	中性
财报速递：五矿发展前三季度净利1.41亿 同比扭亏为盈	中性
五大地产龙头业绩回温 但销售均价集体下滑	负面
山东国企改革猛踩油门 多家上市公司同时公布战略重组	正面
中直股份盘中快速下跌	负面
日照港股份有限公司关于聘任董事会秘书的公告	中性
晚间公告热点追踪：*ST安信实控人涉嫌违法被刑拘	负面
北京键凯科技股份有限公司 首次公开发行股票并在科创板上市网上路演公告	中性
北京新增一家拥军优抚银行	中性
港股异动 | 东风集团一度涨21%，创逾11年来最大涨幅	正面
中直股份跌1.34%创近1个月新低，报41.21元	负面
开源证券--电气设备行业点评报告：新能源车下乡 进一步夯实行业向上周期	正面
日照港董秘上任不足两个月请辞 近期公司高层变动频繁	负面
[快讯]2020年《财富》中国500强排行榜揭晓 东风汽车居98位	正面
冠城大通：17.3亿元公司债券获证监会核准发行	正面
山东省港口集团与沪浙签战略协议 优势互补深化一流港口建设	正面
【异动股】港口水运板块下挫，海峡股份(002320-CN)跌5.9%	负面
东吴证券：钢铁板块大涨的逻辑 转型与基本面共振推动估值修复	中性
乘风破浪的医药行业，还有投资机会吗？	中性
岚图的“方法论” | 汽车预言家	中性
受疫情影响 一季度上市公司营收盈利显著下滑	负面
“5年等一回”：绿地二次混改下的上海国资一盘棋	中性
福建高速2019年年度报告摘要新浪财经	中性
严格源头管控 做好监测检查	中性
工程机械产业“超补偿反弹”	中性
河南中原高速公路股份有限公司	中性
创投概念股走强，通产丽星、鲁信创投拉升触板，九鼎投资、华西股	正面
华润医药(03320)：华润双鹤一季度净利降16.9%至2.76亿元	负面
冠城大通：二期员工持股计划存续期延长19个月	中性
16家钢厂涨价 期钢创新高 钢价继续涨	正面
房价又涨了？碧桂园、万科、恒大7月售价全上涨	正面
厦门象屿(600057.SH)业绩快报：上半年净利升14.51%至6.46亿元	正面
上半年净利润预减超三成 重药控股启动并购准备抢“地盘”	负面
宇通客车114%分红富了大股东？营收净利连降3年靠补贴输血	负面
中国国际贸易中心股份有限公司关于董事会、监事会延期换届的提示性公告	中性
中国葛洲坝集团股份有限公司2020年第三次临时股东大会决议公告	中性
安徽安德利百货股份有限公司第三届董事会第十二次会议决议公告	中性
"冯柳持仓新动向""曝光"" 巨人网络、东方日升等18家公司或被新买入"	中性
A股20家公司拟分拆上市 头部券商抢项目有优势	中性
石化｜国际油价：逐步进入去库周期，看好油价长期持续回升	正面
万东医疗现11笔大宗交易 共成交8,346.33万元	中性
中国葛洲坝集团股份有限公司关于控股股东增持公司股份的进展公告	中性
南方航空公司宣布会员体系全面升级	中性
冠城大通遭上交所问询 涉及地产业绩下滑等问题	负面
华能水电大幅拉升0.0% 股价创近2个月新高	正面
航空公司花式营销的背后:不是谁更好,而是谁更惨!	负面
山东钢铁：传统钢企“蜕变”，集团整体上市临近	中性
长沙工程机械玩转“直播带货”	正面
华润双鹤：儿科领域新产品斐童今日上市 儿科产品线进一步丰富	中性
在线酒店预订行业：OTA平台成“战疫”重要支援 市场展现四大新常态	中性
万东医疗(600055.SH)：第一期员工持股计划股票出售完毕	中性
浙能电力：控股股东质押3.54万股 累计质押占总股本19.81%	中性
中国罕见病平台琅铧医药获得 8000 万美元 A 轮融资	正面
秦洪看盘｜A股市场做多能量正在蓄势，核心资产股或再展升浪	中性
中国联通李福昌：积极推进5G社会化基站产品成熟 迸发行业新生态	中性
专访丨金枫酒业董事长朱航明：求新要打造更多消费场景 太过注重年份的思路该变	中性
科创板开板第一周：科创崛起 国之动力（附图）	中性
上海电力：一季度实现净利润1.41亿元，同比下降48.45%	负面
洛阳联通通过AAU深度休眠降低5G基站能耗 专家：对用户影响不大	正面
华夏银行钟楼鹤：成立专属经营机构支持数字经济科技企业	中性
湖南制造上半年一马当先 厂家牵手电商赋能新外贸	正面
蹭“三一”名牌,深圳一照明公司被判赔300万	中性
再聪明的房子，也有主人	中性
早报：知名基金经理二季度普遍加仓 险资增量资金在路上	中性
四川路桥：控股股东增持达到2%	正面
快讯：九鼎投资涨停 报于37.09元	正面
中飞租赁向南航购买并回租两架空客A330飞机	中性
公告精选：南山铝业将获控股股东等增持；欧菲光等业绩大增	正面
深度解读 | 加强加长版的梅雨天，对水电行业意味着什么？	中性
长三角 从拆迁通路到融合发展	中性
东吴证券--机械行业：工程机械、工业机器人持续复苏 CATL定增利好锂电设备	正面
股海导航 4月8日沪深股市公告提示	中性
财经早报：金融委定调提升市场活跃度 美国接受中国口罩标准	中性
新型环己醇脱氢制环己酮催化剂达国际先进	正面
皖维高新(600063.SH)：每10股派0.6元 股权登记日6月16日	中性
徐翔妻子发文还原部分庭审细节 提及万邦达宁波联合	中性
标准化产品成信托重要发展方向	中性
两桶油注资国家官网,石化双雄要起飞了么?	中性
风口下的长寿药概念：10只概念股7月以来市值飙升逾200亿	正面
浙江广厦股份有限公司关于延期回复上海证券交易所问询函的公告	中性
北上资金逆势流入 该龙头将迎来产业红利	正面
盘前有料丨今日2只可转债申购，多家地摊概念公司提示风险…重要消息还有这些	中性
又一家股份行副董事长任职获准，去年至今9名高管离任	负面
中信证券大涨	正面
一季度煤价降了 为何国电电力亏7亿、华能国际净利降两成？	负面
安徽皖通高速公路股份有限公司关于召开2019年第一次临时股东大会的通知	中性
三星入坑旋转屏电视 这会是潮流吗	中性
“空调一哥”之争：格力美的互相举报正面杠 两巨头差距已缩小	负面
【重要公告】大族激光筹划分拆大族数控至境内交易所上市 歌华有线实控人拟变更为国务院明起复牌	中性
保利地产：项目预售到交付因各地区预售条件、交付要求等因素差异不能简单统计平均时间	中性
宝山钢铁股份有限公司第七届董事会第二十次会议决议公告	中性
深圳市奥拓电子股份有限公司2020半年度报告摘要	中性
鹰眼预警：福建高速应收增速大于营收 周转率下降	负面
包钢股份：无人矿车目前运用于白云鄂博主东矿	中性
Q2建筑板块基金持仓分析：机构重仓持股比例有所回落 细分行业龙头加仓最多	中性
北向资金单日净流入25.04亿！加仓这些板块	正面
华能国际：一季度净利润同比下降22.42%	负面
中信证券：视频物联产业在有望迎来爆发	中性
业绩大增！万东医疗：预计2020年半年度净利润为1亿至1.06亿元，同比增长126%~139%	正面
2020资管年会 | 与变革同行 在不确定性下把握确定性机遇	中性
河南中原高速公路股份有限公司2020年第二次临时股东大会决议公告	中性
伊戈尔电气股份有限公司第五届董事会第四次会议决议公告	中性
“国内大循环”下如何配置资产？ | 国君周知	中性
道达投资手记：跌下去，还敢买吗？	中性
股价异动！歌华有线：不存在应披露而未披露事项	中性
冠城大通成功发行17.3亿元公司债券 利率7%	中性
目标1.2亿人次旅客吞吐量，或引入高铁、城际！广州白云机场三期启动征地拆迁	正面
安徽皖通高速公路股份有限公司关于召开2018年年度股东大会的通知	中性
【提前看】6日公告精选：维业股份实控人将变更为珠海国资委；天华超净一季度净利预增近3倍	中性
端午小长假北京楼市成交明显回落	负面
中国宝武：近年来在铝合金、镁合金等轻金属材料以及负极材料等领域都有布局发展，能为汽车业提供全材料解决方案支撑	正面
中原高速2019年度预计实现净利14.4亿元到15.98亿元	正面
8月1日上市公司重要公告集锦：海尔智家发布私有化海尔电器草案	中性
天堂硅谷拟收购德宏股份 或为所投项目资产证券化	中性
江苏永鼎股份有限公司关于公司与控股 股东永鼎集团有限公司互为提供担保 暨关联交易的进展公告	中性
放量上涨 今日394股量比超过3	正面
【朝闻国盛0506】风再起时，科技举大旗	中性
半年报行情即将开演 上市公司中考成绩提前摸底	中性
中直股份盘中快速下跌	负面
发钱啦！华能国际每股派发现金红利0.135元人民币	正面
调整之后，看多的机构更多了	中性
上海国际港务（集团）股份有限公司第三届董事会第八次会议决议公告	中性
浙江浙能电力股份有限公司关于全部募投项目结项并将节余募集资金永久补充流动资金的公告	中性
53家房企已破净 分拆后的冠城大通是沧海遗珠么	中性
南航首架国产ARJ21飞机正式投入运营	中性
“消失”的保利 这一次云南城投选择了孙宏斌	中性
欧阳钟灿院士亲自颁奖 海信激光电视斩获年度创新产品奖	正面
南京高科：控股股东南京新港开发所持部分股份解除冻结	中性
万东医疗：全资子公司彩超产品现已上市 年内会推出超声产品	正面
厦门象屿(600057.SH)上半年净利润按年增14.5%	正面
长城证券将迎新任董事长：距上次换帅仅1年多 将有何变革？	中性
汉威科技：公司为控股子公司嘉园环保提供担保	中性
日照港:一季度日照港吞吐量逆势增长,非经常性因素拖累业绩	正面
382只股破净 9股股价不足每股净资产一半	负面
按下国资国企改革加速键 绿地新一轮深度混改揭幕	正面
上半年全球机场和航司准点率哪家高？虹桥机场准点率全球第二	正面
7月1日强势板块分析：酒类股表现亮眼 地产板块大幅拉升	正面
山东钢铁：已回购1.6亿股公司股份	中性
2020年ETC盈利模式创新探索：“ETC+汽车金融服务”（图）	正面
中直股份盘中快速下跌	负面
内蒙古包钢钢联股份有限公司2020年第一次临时股东大会决议公告	中性
九鼎投资出借资金议案遭否 小股东：借钱可以出借不行	负面
【传媒】行情表现低迷，关注半年报业绩优良的超跌个股——文化传媒行业周报——看好（联系人：姚磊）	中性
大摩：维持中远海能增持评级 目标价7.04港元	正面
高分红潜力股曝光：市盈率最低不到11倍 业绩最猛增超15倍	正面
四川路桥建设集团股份有限公司第七届董事会第十七次会议决议的公告	中性
下周18只新股连发 医药、军工等各个热门板块的新股都有	中性
深圳市联赢激光股份有限公司第三届监事会第十次会议决议公告	中性
浙江广厦股份有限公司关于回购公司股份的进展公告	中性
上港集团现1笔大宗交易 共成交846.00万元	中性
社区医院大扩容在即 药企争抢千亿基层市场	中性
美的比格力市值多了1300亿，背后原因是什么？	中性
楚天高速：2019年净利润6.37亿元 拟10派1.6元	正面
A股头条之上市公司（4.27）	中性
新疆火炬燃气股份有限公司关于持股5%以上股东减持超过1%的提示性公告	中性
九江首创利池环保有限公司60%股权转让	中性
利好推动自动驾驶产业链发展 QFII提前重仓这7股	中性
珍宝岛拟定增募资不超20.81亿元 加码创新药及仿制药研发平台等	正面
上投摩根货币市场基金招募说明书（更新）摘要	中性
军工龙头中航沈飞三连板背后：北向、机构和一线游资大混战	中性
阿里巴巴退出钢铁B2B公司五矿电商 此前持股比例为44%	负面
11月29日上市公司重要公告集锦：邮储银行网上中签率为1.26%	中性
韶能股份定向募资14.91亿 姚振华实控第二家A股公司	中性
【天风地产|诚思录】疫情对房地产各子行业的影响几何？	负面
山东省章丘鼓风机股份有限公司关于使用自有闲置资金进行现金管理的进展公告	正面
上海电力(600021.SH)已获控股股东增持2626.313万股	正面
78家公司市值超净资产10倍 115家公司“破净”	中性
上海电力股份有限公司关于控股股东增持公司股份的进展公告	中性
冠城大通股份有限公司第十一届监事会第六次（临时）会议决议公告	中性
上海机场(600009)深度研究报告：机场商业业态具备极高流量变现价值 长期看仍将是重要免税销售渠道	正面
6月份工程机械跨境电商订单同比增长173% 海外售后试水“共享平台”	正面
广电概念板块延续强势 歌华有线一字涨停	正面
(上接C47版)芯原微电子（上海）股份有限公司首次公开发行股票并在科创板上市网下初步配售结果及网上中签结果公告(下转C49版)	中性
控股股东等发起组建中国广电网络 歌华有线复牌涨停	正面
【天风地产&家电&轻工】疫情不改竣工大幅增长趋势，行业政策松动地产链迎机遇 ——地产竣工产业链系列研究一	正面
诺德量化优选6个月持有期混合型证券投资基金基金份额发售公告	中性
财经早报：25省份公布经济半年报 4股今日申购	中性
山东钢铁集团旗下子企业遭罚：涉生产过程中质量控制资料弄虚作假	负面
A股尾盘突然跳水：发生了什么？调整蓄势还是下跌前兆	负面
中国联通2020年劳动和技能竞赛拉开帷幕 成绩优秀的奖5000元	中性
安徽皖通高速公路(00995)拟参与成立合营公司以收购高速公路公司股权	正面
5G基站“睡着了”？别担心，不断网，用户使用更安心	正面
中国联通与中国石化共同担任北京冬奥会合作伙伴俱乐部轮值主席	中性
大悦城控股集团股份有限公司关于为公司合营企业北京悦恒置业有限公司提供担保的公告	中性
保税航油叠加航权开放，海南雄心勃勃打造国际航空枢纽	正面
港股异动 | 南方航空(01055)升逾5%领涨航空股 美航空旅行量创五个月最高 航空股集体收涨	正面
中金：大型内银信用成本有望短期见顶 推荐招行(3968.HK)等	正面
现代制药：董事、总裁杨军辞职	中性
白云机场荣任“广东省质量协会副会长单位”	正面
包钢股份：公司与军工企业有广泛合作	正面
二季度企业ABS排名来了：这三家规模均超千亿元；一家信托公司意外现身前20强！	中性
最新中报业绩翻倍股出炉！热门龙头股净利大增70倍 万亿巨头盈利超200亿元	正面
摩根士丹利金融分析师徐然：如何理解被低估的银行股	中性
国投资本大跌	负面
中直股份：实现稳健经营，持续成长	正面
银行股估值处于低位 大股东频频增持	正面
证监会：波联合重组未获通过	负面
A股调整“北水”腾挪：连续12日抛售五粮液 逆市加仓恒瑞医药	正面
5家百亿级私募Q2重仓股显现 布局15只持有市值逾20亿	正面
【公告抢先看】晚间重要公告：欧亚集团已递交申请免税商品经营资质的请示……	中性
白云机场(600004.SH)：控股股东拟减免公司不超4600万元租金	正面
皖通高速(600012.SH)：聘任唐军为公司总经理	中性
迈得医疗工业设备股份有限公司首次公开发行股票科创板上市公告书	中性
黄酒老大的自我救赎	中性
民生银行宁波分行被罚25万：保理业务办理不规范	负面
福建安井食品股份有限公司关于签订募集资金专户存储三方监管协议的公告	中性
九鼎投资大涨5.24%，报29.95元	正面
东吴证券：军工下游核心资产整体低估 上游细分领域持续景气	正面
中国学徒：钢铁大国如何上演翻身记？	正面
黑色金属能否淡季不淡？	中性
广从高速公路改扩建工程举行开工仪式	中性
南京高科(600064.SH)：拟设市场拓展部 统筹负责房地产、市政业务板块产业链重点项目协同拓展工作	中性
包钢股份大涨	正面
12月9日沪深两市最新交易提示	中性
【天风军工】深度-中直股份：中航工业直升机平台拐点已至，充分受益于航空装备高景气周期	正面
光大证券：二季度旅游业渐渐复苏 关注复苏后行业变化带来的积极影响	正面
九鼎投资延期回复上交所问询函 时间不晚于5月29日	负面
【民生研究】周观点汇总：A股流动性并未收紧，风格均衡配置才刚刚开始	中性
中国医药界最强女首富：平均一天进账2.4亿，其老公也是千亿富豪	中性
广州安必平医药科技股份有限公司首次公开发行股票并在科创板上市发行公告	中性
厦门象屿上半年净利同比增长18% 二季度净利环比增长52%	正面
招商银行发力万亿蓝海指数基金 首推“1折费率”	中性
股海导航 10月10日沪深股市公告提示	中性
经济参考报：新基建夯实中国高端智造 强化经济韧性	正面
中钢协会长沈彬：钢铁行业新老问题交织叠加 行业自律有待加强	中性
杠杆资金大幅加仓股曝光！冠城大通买入占比高达53.17％	正面
祥生医疗科创板首份成绩单：AI+超声产品研发进展迅速	正面
洪涝灾害影响存在超预期可能 水利基建需求有望提升	中性
支持实体经济服务优质企业，华夏银行创新招	中性
五矿发展(600058.SH)：1月15日至今累计收到且未披露的政府补助965.23万元	中性
激光电视成上半年彩电市场亮点 源于这些技术创新	正面
安信证券--传媒行业：潮玩大众化或成IP变现新风口	正面
刘爱明与观点面对面：中城新产业深水故事 | 博鳌20年	中性
关于万家180指数证券投资基金和万家中证1000指数增强型发起式证券投资基金参加招商银行股份有限公司费率优惠活动的公告	正面
上海电力股份有限公司2020年度第十三期超短期融资券发行结果公告	中性
河北联通一县级分公司放任员工“吃空饷”总经理被查	负面
信用负面跟踪20200729	负面
